0.0057136,0
0.0068511,0.046052
0.010094,0.092103
0.0099087,0.13816
0.00033691,0.18421
-0.0045027,0.23026
-0.0011066,0.27631
0.012379,0.32236
-0.011979,0.36841
-0.0056439,0.41447
0.010433,0.46052
0.00846,0.50657
-0.0049554,0.55262
-0.0020682,0.59867
-0.001558,0.64472
-0.002754,0.69078
-0.024432,0.73683
-0.0042732,0.78288
0.0030906,0.82893
0.024516,0.87498
-0.014626,0.92103
-0.0063554,0.96709
-0.016649,1.0131
-0.061779,1.0592
-0.090807,1.1052
-0.12767,1.1513
-0.12707,1.1973
-0.14228,1.2434
-0.13704,1.2894
-0.14172,1.3355
-0.12664,1.3816
-0.11165,1.4276
-0.1132,1.4737
-0.1098,1.5197
-0.074834,1.5658
-0.0404,1.6118
-0.030079,1.6579
0.0020147,1.7039
0.0174,1.75
0.072421,1.796
0.092671,1.8421
0.11647,1.8881
0.13651,1.9342
0.17919,1.9802
0.20863,2.0263
0.24665,2.0723
0.28737,2.1184
0.324,2.1644
0.34839,2.2105
0.37801,2.2565
0.41035,2.3026
0.46156,2.3486
0.46568,2.3947
0.48992,2.4407
0.52923,2.4868
0.53803,2.5328
0.55278,2.5789
0.5899,2.6249
0.59673,2.671
0.62073,2.7171
0.64455,2.7631
0.65962,2.8092
0.64997,2.8552
0.65558,2.9013
0.68414,2.9473
0.71843,2.9934
0.71386,3.0394
0.71847,3.0855
0.72584,3.1315
0.74417,3.1776
0.74251,3.2236
0.74846,3.2697
0.72644,3.3157
0.74843,3.3618
0.75243,3.4078
0.74501,3.4539
0.7541,3.4999
0.74843,3.546
0.76273,3.592
0.74741,3.6381
0.76481,3.6841
0.74958,3.7302
0.75685,3.7762
0.76833,3.8223
0.74347,3.8683
0.75484,3.9144
0.72607,3.9604
0.75178,4.0065
0.71809,4.0525
0.72606,4.0986
0.71992,4.1447
0.70815,4.1907
0.70299,4.2368
0.71899,4.2828
0.69512,4.3289
0.69214,4.3749
0.71344,4.421
0.69885,4.467
0.69942,4.5131
0.6835,4.5591
0.68755,4.6052
0.68972,4.6512
0.68559,4.6973
0.69919,4.7433
0.67261,4.7894
0.67503,4.8354
0.68268,4.8815
0.68181,4.9275
0.65071,4.9736
0.66478,5.0196
0.66033,5.0657
0.66548,5.1117
0.66946,5.1578
0.66756,5.2038
0.67345,5.2499
0.66557,5.2959
0.66342,5.342
0.669,5.388
0.66322,5.4341
0.64517,5.4802
0.6591,5.5262
0.64113,5.5723
0.66854,5.6183
0.63619,5.6644
0.65167,5.7104
0.65809,5.7565
0.65679,5.8025
0.67609,5.8486
0.65795,5.8946
0.65144,5.9407
0.66367,5.9867
0.64599,6.0328
0.66379,6.0788
0.66116,6.1249
0.65505,6.1709
0.65311,6.217
0.64779,6.263
0.64128,6.3091
0.6562,6.3551
0.6686,6.4012
0.65408,6.4472
0.67745,6.4933
0.6531,6.5393
0.68377,6.5854
0.65581,6.6314
0.66409,6.6775
0.67779,6.7235
0.67612,6.7696
0.65654,6.8157
0.67181,6.8617
0.65358,6.9078
0.64795,6.9538
0.67189,6.9999
0.64824,7.0459
0.6444,7.092
0.6654,7.138
0.68007,7.1841
0.67858,7.2301
0.65163,7.2762
0.66711,7.3222
0.67492,7.3683
0.67676,7.4143
0.68275,7.4604
0.68311,7.5064
0.6759,7.5525
0.65318,7.5985
0.66789,7.6446
0.65375,7.6906
0.67993,7.7367
0.68505,7.7827
0.64765,7.8288
0.67604,7.8748
0.66427,7.9209
0.66292,7.9669
0.65881,8.013
0.68032,8.059
0.67151,8.1051
0.66647,8.1512
0.67181,8.1972
0.67774,8.2433
0.65888,8.2893
0.6596,8.3354
0.67439,8.3814
0.68333,8.4275
0.67993,8.4735
