0.0017193,0
0.0026093,0.046052
0.028844,0.092103
0.040414,0.13816
0.0223,0.18421
0.071295,0.23026
0.085793,0.27631
0.12103,0.32236
0.15012,0.36841
0.20741,0.41447
0.24014,0.46052
0.27133,0.50657
0.31196,0.55262
0.34944,0.59867
0.39209,0.64472
0.42834,0.69078
0.46454,0.73683
0.51158,0.78288
0.54304,0.82893
0.5811,0.87498
0.62035,0.92103
0.65911,0.96709
0.69584,1.0131
0.75554,1.0592
0.75106,1.1052
0.78418,1.1513
0.82742,1.1973
0.85294,1.2434
0.87301,1.2894
0.90881,1.3355
0.93666,1.3816
0.93953,1.4276
0.96729,1.4737
0.97719,1.5197
1.008,1.5658
1.0244,1.6118
1.0436,1.6579
1.0385,1.7039
1.0635,1.75
1.069,1.796
1.0929,1.8421
1.0893,1.8881
1.087,1.9342
1.0951,1.9802
1.0961,2.0263
1.1189,2.0723
1.1015,2.1184
1.0918,2.1644
1.1064,2.2105
1.1197,2.2565
1.1141,2.3026
1.1077,2.3486
1.122,2.3947
1.0959,2.4407
1.1015,2.4868
1.0871,2.5328
1.0845,2.5789
1.0852,2.6249
1.0912,2.671
1.1012,2.7171
1.0844,2.7631
1.0614,2.8092
1.0657,2.8552
1.0578,2.9013
1.056,2.9473
1.0664,2.9934
1.054,3.0394
1.0559,3.0855
1.0479,3.1315
1.0299,3.1776
1.0432,3.2236
1.0166,3.2697
1.0345,3.3157
1.029,3.3618
1.0307,3.4078
1.0024,3.4539
1.0116,3.4999
1.0111,3.546
1.0093,3.592
1.0146,3.6381
1.0106,3.6841
1.0081,3.7302
1.0014,3.7762
1.0147,3.8223
0.99311,3.8683
0.99597,3.9144
0.98794,3.9604
0.99199,4.0065
0.9989,4.0525
0.97855,4.0986
0.99204,4.1447
0.98221,4.1907
0.99698,4.2368
0.96909,4.2828
0.96893,4.3289
1.0046,4.3749
0.98675,4.421
0.96857,4.467
0.97146,4.5131
0.98759,4.5591
0.99173,4.6052
0.99228,4.6512
0.99986,4.6973
0.99286,4.7433
0.98916,4.7894
1.0008,4.8354
1.0113,4.8815
0.99142,4.9275
0.9892,4.9736
1.0025,5.0196
0.98747,5.0657
0.97819,5.1117
0.99243,5.1578
0.99642,5.2038
0.9959,5.2499
0.98372,5.2959
0.98939,5.342
0.989,5.388
1.0058,5.4341
0.99533,5.4802
1.0035,5.5262
1.0034,5.5723
0.99585,5.6183
0.97831,5.6644
1.0021,5.7104
1.0058,5.7565
0.99151,5.8025
0.99913,5.8486
0.99514,5.8946
1.0168,5.9407
0.99969,5.9867
1.0022,6.0328
0.98988,6.0788
0.99316,6.1249
0.98709,6.1709
1.0081,6.217
1.007,6.263
0.99269,6.3091
1.0299,6.3551
1.0103,6.4012
1.0052,6.4472
1.0204,6.4933
0.97669,6.5393
1.0004,6.5854
1.001,6.6314
1.0033,6.6775
0.99089,6.7235
1.0065,6.7696
0.97906,6.8157
1.0023,6.8617
