0.043891,0
-0.0040993,0.030701
0.036431,0.061402
-0.07637,0.092103
0.054952,0.1228
-0.037464,0.15351
-0.16592,0.18421
-0.031023,0.21491
-0.061994,0.24561
-0.10246,0.27631
0.0505,0.30701
0.0040473,0.33771
-0.025473,0.36841
-0.054774,0.39911
0.16766,0.42982
0.1173,0.46052
-0.018906,0.49122
0.0086573,0.52192
0.15126,0.55262
0.17933,0.58332
0.11026,0.61402
-0.032585,0.64472
-0.058281,0.67542
0.075159,0.70613
-0.086373,0.73683
-0.10709,0.76753
-0.035524,0.79823
0.095588,0.82893
0.015928,0.85963
0.024494,0.89033
0.11247,0.92103
0.023463,0.95174
-0.11386,0.98244
0.084209,1.0131
0.047634,1.0438
-0.008839,1.0745
-0.041304,1.1052
-0.054458,1.1359
-0.0024007,1.1666
-0.080051,1.1973
-0.051219,1.228
-0.14867,1.2587
-0.051864,1.2894
-0.069323,1.3201
0.057765,1.3508
0.1455,1.3816
0.10355,1.4123
0.10468,1.443
0.067621,1.4737
0.054659,1.5044
0.074999,1.5351
-0.072984,1.5658
0.08332,1.5965
-0.11986,1.6272
0.061877,1.6579
-0.083241,1.6886
-0.097049,1.7193
-0.045351,1.75
-0.13027,1.7807
0.0015975,1.8114
0.11107,1.8421
-0.024937,1.8728
0.04957,1.9035
0.016204,1.9342
0.12118,1.9649
-0.015832,1.9956
0.033262,2.0263
0.2645,2.057
0.15454,2.0877
-0.024169,2.1184
0.21644,2.1491
0.05221,2.1798
0.1898,2.2105
0.26512,2.2412
0.37306,2.2719
0.2981,2.3026
0.44472,2.3333
0.62189,2.364
0.30881,2.3947
0.44625,2.4254
0.7278,2.4561
0.63284,2.4868
0.71168,2.5175
0.86031,2.5482
1.0416,2.5789
0.73943,2.6096
0.82777,2.6403
0.95866,2.671
1.0128,2.7017
1.0684,2.7324
1.0699,2.7631
1.2652,2.7938
1.0928,2.8245
1.2431,2.8552
1.3593,2.8859
1.3339,2.9166
1.2688,2.9473
1.3763,2.978
1.3643,3.0087
1.3665,3.0394
1.5909,3.0701
1.4637,3.1008
1.4522,3.1315
1.4598,3.1622
1.5717,3.1929
1.433,3.2236
1.44,3.2543
1.6448,3.285
1.5164,3.3157
1.6243,3.3464
1.7598,3.3771
1.7916,3.4078
1.8701,3.4385
1.6301,3.4692
1.8314,3.4999
1.7921,3.5306
1.898,3.5613
1.8072,3.592
1.8786,3.6227
1.9222,3.6534
1.7777,3.6841
1.7828,3.7148
1.7056,3.7455
1.8387,3.7762
1.8916,3.8069
1.7898,3.8376
1.8789,3.8683
1.8433,3.899
1.8426,3.9297
1.9702,3.9604
1.98,3.9911
2.0189,4.0218
1.801,4.0525
1.9011,4.0833
1.9851,4.114
1.7948,4.1447
2.1211,4.1754
1.9559,4.2061
1.8819,4.2368
2.0434,4.2675
1.9812,4.2982
1.9577,4.3289
1.8818,4.3596
1.7762,4.3903
1.8591,4.421
1.8935,4.4517
2.0057,4.4824
2.0242,4.5131
1.8864,4.5438
2.0498,4.5745
2.0356,4.6052
1.9581,4.6359
1.8772,4.6666
2.0632,4.6973
1.9625,4.728
1.8756,4.7587
2.0035,4.7894
2.0319,4.8201
1.8346,4.8508
2.1685,4.8815
1.768,4.9122
1.8204,4.9429
2.1073,4.9736
2.0183,5.0043
1.9437,5.035
1.9885,5.0657
2.0612,5.0964
1.902,5.1271
2.0823,5.1578
2.0598,5.1885
1.9861,5.2192
2.0103,5.2499
1.9289,5.2806
1.9066,5.3113
1.9538,5.342
2.096,5.3727
1.9695,5.4034
1.9487,5.4341
1.8963,5.4648
1.8812,5.4955
1.9971,5.5262
2.0992,5.5569
2.1186,5.5876
2.0518,5.6183
1.9651,5.649
1.9595,5.6797
2.033,5.7104
2.0904,5.7411
2.0943,5.7718
1.7852,5.8025
1.9926,5.8332
1.9007,5.8639
1.9504,5.8946
2.1712,5.9253
1.9201,5.956
1.8296,5.9867
2.0158,6.0174
1.9857,6.0481
1.9567,6.0788
2.0863,6.1095
2.0551,6.1402
2.0362,6.1709
1.971,6.2016
2.0338,6.2323
1.9697,6.263
2.0175,6.2937
2.0566,6.3244
2.033,6.3551
1.9318,6.3858
1.9454,6.4165
1.8952,6.4472
2.099,6.4779
1.9967,6.5086
1.9336,6.5393
2.0671,6.57
1.9483,6.6007
2.044,6.6314
2.1511,6.6621
2.0933,6.6928
1.9835,6.7235
1.9882,6.7542
2.1933,6.785
1.9825,6.8157
2.0297,6.8464
2.0323,6.8771
2.0922,6.9078
2.0212,6.9385
2.0363,6.9692
2.0319,6.9999
2.2686,7.0306
2.0874,7.0613
1.9121,7.092
1.878,7.1227
1.8383,7.1534
2.1838,7.1841
1.9179,7.2148
2.099,7.2455
2.0532,7.2762
1.8472,7.3069
2.2021,7.3376
2.0551,7.3683
2.1819,7.399
2.0341,7.4297
2.0178,7.4604
1.898,7.4911
2.0037,7.5218
2.0136,7.5525
1.8478,7.5832
1.998,7.6139
2.0162,7.6446
1.9278,7.6753
2.041,7.706
1.8787,7.7367
1.9426,7.7674
2.0105,7.7981
1.9394,7.8288
2.0421,7.8595
1.9637,7.8902
1.9125,7.9209
2.0931,7.9516
2.06,7.9823
